At1,At2,Class
-0.0163,-1.07,b'-1.0'
1.51,-0.355,b'-1.0'
0.431,-1.46,b'-1.0'
-0.264,-1.14,b'-1.0'
1.14,0.607,b'-1.0'
-0.508,-0.694,b'1.0'
1.53,0.228,b'-1.0'
2.07,1.37,b'1.0'
1.78,1.01,b'1.0'
-0.0175,-1.21,b'-1.0'
-0.295,-1.27,b'-1.0'
-0.743,0.685,b'1.0'
0.405,-1.2,b'-1.0'
0.351,-0.964,b'-1.0'
0.192,1.94,b'1.0'
-0.867,1.09,b'-1.0'
1.21,0.752,b'-1.0'
0.545,1.28,b'-1.0'
0.985,0.114,b'-1.0'
-0.544,-0.831,b'-1.0'
1.12,0.293,b'-1.0'
-1.44,-0.47,b'1.0'
-0.077,1.87,b'1.0'
-0.956,1.11,b'-1.0'
1.35,-0.962,b'1.0'
0.234,-0.413,b'1.0'
-0.861,-1.21,b'-1.0'
0.599,1.14,b'-1.0'
-1.38,-0.826,b'1.0'
-1.37,0.928,b'-1.0'
0.395,1.21,b'-1.0'
1.01,-0.437,b'1.0'
1.1,-1.17,b'1.0'
0.999,-1.12,b'1.0'
-0.381,-0.917,b'-1.0'
0.817,-0.941,b'1.0'
0.184,0.558,b'1.0'
-0.334,-1.34,b'-1.0'
0.974,-1.32,b'1.0'
0.655,1.14,b'-1.0'
-0.209,-0.356,b'1.0'
-0.511,1.53,b'-1.0'
-0.891,-0.617,b'1.0'
0.0545,-1.32,b'-1.0'
0.545,-0.165,b'1.0'
1.29,0.488,b'-1.0'
0.364,-0.269,b'1.0'
-1.11,0.308,b'1.0'
-0.421,-1.09,b'-1.0'
0.849,0.907,b'-1.0'
-1.17,1.08,b'-1.0'
0.629,-0.617,b'1.0'
0.424,0.0533,b'1.0'
0.179,1.87,b'-1.0'
1.36,-0.117,b'-1.0'
1.02,0.729,b'-1.0'
0.252,-0.389,b'1.0'
-0.549,1.03,b'-1.0'
1.27,0.775,b'-1.0'
-0.0192,-1.03,b'-1.0'
-1.31,0.0708,b'1.0'
-0.719,0.242,b'1.0'
-0.633,0.257,b'1.0'
-0.491,-1.55,b'-1.0'
-1.84,-0.366,b'1.0'
-0.457,-0.983,b'-1.0'
-0.565,-0.0822,b'1.0'
0.401,-1.31,b'-1.0'
-0.561,-0.787,b'1.0'
-1.74,0.697,b'-1.0'
0.745,0.877,b'-1.0'
0.617,1.34,b'1.0'
-1.77,-1.19,b'1.0'
1.88,0.325,b'-1.0'
1.09,0.155,b'-1.0'
0.0899,-1.09,b'-1.0'
0.229,0.613,b'1.0'
1.05,-0.655,b'1.0'
-1.15,-0.545,b'1.0'
-0.555,0.908,b'-1.0'
1.45,0.211,b'-1.0'
0.132,-1.49,b'-1.0'
1.0,0.654,b'-1.0'
-0.487,-0.797,b'-1.0'
0.643,-0.351,b'1.0'
-0.0744,-0.463,b'1.0'
-0.0476,-1.24,b'-1.0'
0.478,0.46,b'1.0'
-0.398,-1.28,b'-1.0'
0.335,1.15,b'-1.0'
-0.397,-1.1,b'-1.0'
0.625,1.38,b'1.0'
-0.648,-0.713,b'1.0'
-0.4,-1.15,b'-1.0'
0.762,-0.334,b'1.0'
0.137,1.94,b'1.0'
-0.726,-1.17,b'-1.0'
-1.13,1.01,b'-1.0'
1.34,-0.632,b'1.0'
-0.0261,-1.38,b'-1.0'
-1.21,-1.22,b'-1.0'
1.55,0.482,b'-1.0'
-0.794,1.24,b'-1.0'
0.517,1.46,b'-1.0'
-0.865,1.6,b'-1.0'
-1.57,-0.561,b'1.0'
0.329,0.606,b'-1.0'
0.497,2.23,b'-1.0'
-0.529,0.365,b'1.0'
-1.82,0.474,b'-1.0'
0.948,0.985,b'-1.0'
-0.488,-1.31,b'-1.0'
1.46,-1.06,b'1.0'
-1.67,0.88,b'-1.0'
2.4,1.2,b'1.0'
1.57,-0.909,b'1.0'
-0.144,1.68,b'-1.0'
0.123,-0.283,b'1.0'
-1.23,-0.977,b'-1.0'
-1.69,0.614,b'-1.0'
1.71,-0.945,b'-1.0'
-0.135,-1.1,b'-1.0'
-1.35,-0.57,b'1.0'
-0.0117,-1.34,b'-1.0'
1.31,0.151,b'-1.0'
0.983,0.611,b'-1.0'
-1.52,-0.00335,b'1.0'
0.976,1.24,b'-1.0'
0.0271,1.83,b'1.0'
-1.4,0.98,b'-1.0'
-0.45,-0.928,b'-1.0'
-2.09,0.604,b'-1.0'
0.455,0.877,b'-1.0'
0.193,1.72,b'-1.0'
-0.304,1.5,b'-1.0'
-1.98,-0.655,b'1.0'
-0.0237,-1.0,b'-1.0'
-0.184,-1.4,b'-1.0'
0.458,-0.157,b'1.0'
-1.45,-1.22,b'1.0'
-0.152,-1.11,b'-1.0'
-0.0208,1.76,b'1.0'
1.31,0.208,b'-1.0'
-1.06,-1.54,b'-1.0'
-1.24,0.1,b'1.0'
0.715,1.3,b'-1.0'
-1.77,-0.455,b'1.0'
0.75,1.63,b'1.0'
1.12,0.422,b'-1.0'
1.88,-1.13,b'-1.0'
0.894,-0.742,b'1.0'
0.756,-0.0709,b'1.0'
-0.734,0.881,b'-1.0'
0.301,-1.29,b'-1.0'
0.426,0.194,b'1.0'
-1.93,0.96,b'-1.0'
0.258,0.482,b'1.0'
0.272,-1.6,b'-1.0'
0.194,-1.27,b'-1.0'
-2.28,-1.02,b'1.0'
-1.55,-0.61,b'1.0'
-1.36,-0.324,b'1.0'
0.869,0.576,b'-1.0'
1.59,-0.111,b'-1.0'
-0.424,0.0207,b'1.0'
0.621,1.32,b'1.0'
-0.0367,-0.144,b'1.0'
0.735,0.932,b'-1.0'
1.74,0.195,b'-1.0'
-0.482,0.0903,b'1.0'
-0.201,1.35,b'-1.0'
-0.0882,1.17,b'-1.0'
0.831,1.35,b'-1.0'
0.762,0.344,b'-1.0'
0.777,0.312,b'-1.0'
0.813,1.06,b'-1.0'
-0.507,1.89,b'-1.0'
0.163,-1.08,b'-1.0'
-0.9,0.858,b'-1.0'
1.88,-0.289,b'-1.0'
0.273,1.79,b'-1.0'
1.47,-0.531,b'-1.0'
-0.814,0.23,b'1.0'
-0.422,-0.241,b'1.0'
0.996,1.46,b'1.0'
0.0432,-1.39,b'-1.0'
0.591,-0.427,b'1.0'
-0.698,-0.726,b'1.0'
-0.536,1.19,b'-1.0'
-0.53,0.101,b'1.0'
0.494,1.18,b'-1.0'
-0.305,0.194,b'1.0'
0.0878,-1.08,b'-1.0'
-0.752,0.342,b'1.0'
0.135,0.0532,b'1.0'
-0.0461,1.65,b'-1.0'
1.29,0.0437,b'-1.0'
-0.534,-1.23,b'-1.0'
-0.269,1.37,b'-1.0'
-0.803,-1.09,b'-1.0'
0.915,1.15,b'-1.0'
0.676,0.925,b'-1.0'
1.28,0.373,b'-1.0'
-0.699,-0.359,b'1.0'
-0.222,0.259,b'1.0'
-1.6,-1.44,b'1.0'
-0.665,0.357,b'1.0'
-0.615,-0.97,b'-1.0'
0.938,-0.255,b'1.0'
-0.926,0.916,b'-1.0'
-0.854,-0.379,b'1.0'
-0.611,-1.28,b'-1.0'
-1.01,0.357,b'1.0'
-1.19,1.14,b'-1.0'
-0.728,-0.76,b'1.0'
-0.768,-0.909,b'-1.0'
-0.173,1.59,b'-1.0'
0.229,1.63,b'-1.0'
0.513,0.741,b'-1.0'
-0.0773,-1.22,b'-1.0'
-0.114,-1.5,b'-1.0'
-1.3,0.651,b'1.0'
0.5,0.762,b'1.0'
-1.15,-0.562,b'1.0'
0.884,-0.766,b'1.0'
-0.83,-1.08,b'-1.0'
-1.6,-1.32,b'1.0'
0.781,0.911,b'-1.0'
-1.32,0.0399,b'1.0'
0.673,2.52,b'-1.0'
-0.855,1.22,b'-1.0'
0.0893,-1.1,b'-1.0'
-1.52,-0.993,b'1.0'
-0.355,1.28,b'-1.0'
0.273,-1.45,b'-1.0'
-1.27,-0.688,b'1.0'
0.157,-0.652,b'1.0'
-1.18,1.17,b'-1.0'
-0.736,-1.14,b'-1.0'
0.603,0.145,b'1.0'
0.722,0.368,b'-1.0'
-0.38,-1.27,b'-1.0'
1.66,-0.384,b'-1.0'
-0.118,-1.26,b'-1.0'
0.689,-0.187,b'1.0'
-0.886,-1.27,b'-1.0'
-1.47,0.52,b'-1.0'
1.07,0.668,b'-1.0'
-1.94,-0.761,b'1.0'
0.41,1.01,b'-1.0'
-0.78,-1.37,b'-1.0'
0.344,1.38,b'1.0'
0.22,-1.36,b'-1.0'
-0.621,1.11,b'-1.0'
0.707,1.37,b'-1.0'
0.196,1.76,b'-1.0'
0.44,-0.936,b'-1.0'
1.37,0.219,b'-1.0'
0.284,1.86,b'-1.0'
1.45,0.169,b'-1.0'
0.941,1.46,b'-1.0'
-0.275,-1.6,b'-1.0'
-1.5,0.282,b'1.0'
0.121,0.219,b'1.0'
-1.87,0.373,b'-1.0'
-1.51,-0.626,b'1.0'
1.41,0.319,b'-1.0'
0.919,0.798,b'-1.0'
0.533,1.76,b'-1.0'
0.845,0.00714,b'1.0'
-0.203,1.26,b'-1.0'
-0.52,1.35,b'-1.0'
-0.0696,-0.896,b'-1.0'
-0.914,0.317,b'1.0'
-0.688,-1.14,b'-1.0'
1.07,0.399,b'-1.0'
-0.411,-1.34,b'-1.0'
0.924,0.861,b'-1.0'
-0.901,-1.13,b'-1.0'
1.55,-0.0305,b'-1.0'
1.15,0.565,b'-1.0'
-0.572,1.16,b'-1.0'
0.155,1.88,b'-1.0'
1.43,-0.816,b'1.0'
-0.858,-1.2,b'-1.0'
-0.0652,0.631,b'1.0'
0.16,-0.616,b'1.0'
-1.53,0.501,b'-1.0'
-1.45,-1.14,b'1.0'
-0.113,2.13,b'1.0'
-0.241,-0.374,b'1.0'
-0.49,-1.45,b'-1.0'
-0.861,-0.972,b'-1.0'
1.14,0.212,b'-1.0'
-0.44,-1.3,b'-1.0'
-0.98,-1.49,b'-1.0'
-1.69,-0.176,b'1.0'
0.84,1.42,b'-1.0'
-0.972,0.473,b'1.0'
-0.668,0.919,b'-1.0'
0.732,0.493,b'-1.0'
0.535,1.46,b'1.0'
-1.4,-0.183,b'1.0'
1.26,0.305,b'-1.0'
-0.996,-0.984,b'1.0'
-0.534,-1.4,b'-1.0'
0.733,0.926,b'-1.0'
0.587,0.0331,b'1.0'
0.0125,-0.665,b'-1.0'
0.835,1.24,b'-1.0'
-0.942,-1.15,b'-1.0'
0.0368,-0.239,b'1.0'
1.5,1.5,b'1.0'
-0.744,-1.39,b'-1.0'
-0.472,0.267,b'1.0'
0.304,1.61,b'-1.0'
-0.0439,0.305,b'1.0'
-1.96,-1.09,b'1.0'
1.31,0.17,b'-1.0'
-1.78,-0.253,b'1.0'
-1.21,0.918,b'-1.0'
0.457,0.191,b'1.0'
0.998,0.37,b'-1.0'
0.513,1.5,b'-1.0'
-0.714,-0.161,b'1.0'
0.0722,1.8,b'-1.0'
1.33,-0.0673,b'-1.0'
0.508,-0.331,b'1.0'
0.862,-1.24,b'1.0'
0.65,1.86,b'-1.0'
1.74,-0.143,b'-1.0'
0.417,-1.54,b'-1.0'
0.466,0.281,b'1.0'
1.73,0.979,b'1.0'
-0.314,-0.72,b'-1.0'
0.0981,0.465,b'1.0'
-1.08,1.01,b'-1.0'
2.37,1.07,b'1.0'
0.143,-0.786,b'-1.0'
0.032,-1.5,b'-1.0'
0.739,2.14,b'-1.0'
0.396,1.81,b'1.0'
0.538,1.38,b'-1.0'
0.0325,-1.46,b'-1.0'
-0.391,1.32,b'-1.0'
-0.695,1.08,b'-1.0'
-1.84,-0.846,b'1.0'
-0.824,1.1,b'-1.0'
1.16,-1.24,b'1.0'
0.7,1.14,b'-1.0'
-0.17,1.18,b'-1.0'
-0.0932,0.472,b'1.0'
0.164,-1.18,b'-1.0'
0.443,1.54,b'-1.0'
-1.22,0.0836,b'1.0'
-0.188,-1.27,b'-1.0'
0.109,-0.522,b'1.0'
1.62,1.19,b'1.0'
-0.853,0.358,b'1.0'
-1.69,-1.14,b'1.0'
0.725,-0.99,b'1.0'
0.25,-1.1,b'-1.0'
-1.22,0.569,b'1.0'
0.627,0.125,b'-1.0'
-0.0699,-1.2,b'-1.0'
0.594,1.8,b'-1.0'
-0.901,-1.56,b'-1.0'
1.02,0.0975,b'-1.0'
-0.149,-0.0185,b'1.0'
-0.226,-1.09,b'-1.0'
1.11,0.685,b'-1.0'
-0.301,1.69,b'-1.0'
0.471,-0.445,b'1.0'
-0.827,1.23,b'-1.0'
-0.672,-0.0414,b'1.0'
0.606,-0.877,b'-1.0'
-0.64,0.705,b'1.0'
0.14,-0.8,b'-1.0'
0.425,-1.21,b'-1.0'
0.966,-0.199,b'1.0'
1.06,0.629,b'-1.0'
0.839,-1.15,b'1.0'
0.379,1.74,b'-1.0'
0.603,-1.0,b'-1.0'
-0.463,-1.2,b'-1.0'
1.18,1.42,b'1.0'
1.09,-1.12,b'1.0'
0.9,-1.36,b'1.0'
1.11,-1.1,b'1.0'
1.46,-0.111,b'-1.0'
0.242,0.347,b'1.0'
0.669,0.98,b'-1.0'
-1.2,-0.826,b'1.0'
-1.13,0.928,b'-1.0'
-0.799,1.11,b'-1.0'
-0.108,1.7,b'-1.0'
-1.18,0.692,b'-1.0'
-0.787,-0.113,b'1.0'
-0.412,-0.689,b'-1.0'
-0.452,0.524,b'1.0'
0.29,-0.515,b'1.0'
-0.518,-0.914,b'-1.0'
-1.1,0.419,b'1.0'
1.34,1.44,b'1.0'
-1.46,0.594,b'-1.0'
-0.613,1.1,b'-1.0'
1.5,0.0442,b'-1.0'
1.34,-0.0272,b'-1.0'
-0.146,-0.869,b'-1.0'
0.0726,-1.31,b'-1.0'
-0.198,-0.661,b'1.0'
-0.0776,-1.35,b'-1.0'
-1.22,-0.68,b'1.0'
1.17,0.407,b'-1.0'
1.34,0.0998,b'-1.0'
1.25,-1.25,b'1.0'
0.712,1.49,b'1.0'
-0.516,-0.915,b'-1.0'
-1.63,0.728,b'-1.0'
-0.514,-1.21,b'-1.0'
1.12,0.822,b'-1.0'
-0.076,-1.12,b'-1.0'
-0.678,-0.417,b'1.0'
-0.897,-1.04,b'-1.0'
1.12,0.375,b'-1.0'
-1.94,-1.61,b'1.0'
-0.756,-0.679,b'-1.0'
0.825,-1.28,b'1.0'
1.8,0.0607,b'-1.0'
0.108,-1.21,b'-1.0'
2.18,1.21,b'1.0'
0.634,0.366,b'1.0'
1.26,0.799,b'-1.0'
-0.702,-0.811,b'-1.0'
-0.336,-0.0523,b'1.0'
-0.729,1.5,b'-1.0'
1.3,0.749,b'-1.0'
0.283,0.394,b'1.0'
0.247,1.65,b'1.0'
0.212,1.81,b'-1.0'
1.08,-0.628,b'-1.0'
-0.852,-0.298,b'1.0'
-1.77,-0.592,b'1.0'
-0.251,0.327,b'1.0'
0.417,-1.28,b'-1.0'
-0.12,-1.22,b'-1.0'
-2.19,-1.3,b'1.0'
2.11,0.942,b'1.0'
-0.214,-0.235,b'1.0'
1.05,0.219,b'-1.0'
-0.863,0.174,b'1.0'
0.244,1.42,b'-1.0'
0.0725,0.596,b'1.0'
-1.34,0.869,b'-1.0'
-0.0874,-1.07,b'-1.0'
-0.452,-1.22,b'-1.0'
0.973,0.653,b'-1.0'
0.911,-0.832,b'1.0'
0.303,-0.94,b'-1.0'
0.282,-0.761,b'1.0'
1.7,-0.554,b'-1.0'
0.659,1.28,b'-1.0'
-0.192,0.791,b'1.0'
0.424,1.64,b'1.0'
-0.59,-1.04,b'-1.0'
2.04,1.36,b'1.0'
-1.11,-0.351,b'1.0'
-1.86,-1.78,b'1.0'
-1.12,-0.315,b'1.0'
-0.932,-1.02,b'-1.0'
1.71,-0.424,b'-1.0'
0.726,-0.626,b'1.0'
-1.46,0.657,b'-1.0'
-0.347,-1.13,b'-1.0'
-1.21,-1.16,b'1.0'
0.541,1.41,b'-1.0'
0.334,1.04,b'-1.0'
1.31,0.118,b'-1.0'
0.673,0.172,b'1.0'
1.14,0.866,b'-1.0'
-0.372,-1.11,b'-1.0'
1.29,0.644,b'-1.0'
1.26,-1.25,b'1.0'
0.408,-0.664,b'1.0'
0.339,0.881,b'-1.0'
0.00275,-0.0555,b'1.0'
-0.836,-0.65,b'1.0'
0.838,1.5,b'-1.0'
-1.4,-1.54,b'1.0'
0.786,1.31,b'-1.0'
-0.88,0.407,b'1.0'
0.987,0.258,b'-1.0'
1.86,-0.213,b'-1.0'
-1.53,0.679,b'-1.0'
-1.12,0.699,b'-1.0'
-1.19,-0.328,b'1.0'
0.829,-0.305,b'-1.0'
1.16,0.847,b'-1.0'
-0.434,-1.1,b'-1.0'
-0.177,-1.45,b'-1.0'
-0.131,1.76,b'1.0'
1.19,0.309,b'-1.0'
0.189,1.35,b'-1.0'
0.0963,-1.38,b'-1.0'
-0.989,0.48,b'-1.0'
-0.532,0.181,b'1.0'
0.704,-0.91,b'1.0'
-0.301,1.82,b'1.0'
0.0561,-0.479,b'1.0'
1.13,-1.27,b'1.0'
-0.206,-1.15,b'-1.0'
-0.413,1.17,b'-1.0'
-1.21,-0.854,b'1.0'
1.01,0.555,b'-1.0'
0.879,1.03,b'-1.0'
0.724,0.706,b'-1.0'
-2.03,-1.23,b'1.0'
0.414,0.141,b'1.0'
0.466,0.322,b'1.0'
1.44,0.276,b'-1.0'
0.97,1.15,b'-1.0'
1.1,1.58,b'1.0'
0.719,0.759,b'-1.0'
1.07,0.512,b'-1.0'
-0.753,-1.08,b'-1.0'
-0.451,1.72,b'-1.0'
-1.24,-0.706,b'1.0'
0.179,-1.04,b'-1.0'
0.214,-0.45,b'1.0'
0.364,-0.858,b'-1.0'
-1.04,-0.131,b'1.0'
0.273,1.68,b'-1.0'
1.19,0.289,b'-1.0'
-0.436,-0.954,b'-1.0'
-0.403,-0.488,b'1.0'
-0.8,1.66,b'-1.0'
0.00854,1.31,b'-1.0'
1.47,-1.44,b'1.0'
1.13,1.07,b'-1.0'
-1.1,0.737,b'-1.0'
-0.711,0.96,b'-1.0'
1.81,-0.551,b'-1.0'
-0.381,-1.08,b'-1.0'
2.0,1.71,b'1.0'
-1.34,0.824,b'-1.0'
-0.184,-0.751,b'1.0'
0.608,-1.18,b'1.0'
0.957,-0.572,b'1.0'
-0.243,-1.24,b'-1.0'
0.914,0.26,b'-1.0'
0.701,0.564,b'-1.0'
1.35,1.33,b'1.0'
0.387,-0.798,b'-1.0'
-1.02,-1.43,b'-1.0'
1.71,1.17,b'1.0'
-0.178,-0.551,b'1.0'
-0.434,-1.16,b'-1.0'
0.512,-0.49,b'1.0'
-0.434,2.24,b'-1.0'
-2.17,-0.523,b'1.0'
1.18,0.766,b'-1.0'
-0.00948,-0.336,b'1.0'
0.142,-0.698,b'1.0'
-1.28,0.559,b'-1.0'
-1.01,-0.363,b'1.0'
-1.74,0.975,b'-1.0'
1.34,-1.07,b'1.0'
1.28,1.35,b'1.0'
-0.274,-0.99,b'-1.0'
1.39,0.0609,b'-1.0'
-1.36,0.976,b'-1.0'
0.99,0.771,b'-1.0'
-1.82,-0.341,b'1.0'
0.423,1.74,b'-1.0'
1.42,-0.208,b'1.0'
-0.261,0.204,b'1.0'
-1.69,0.706,b'-1.0'
-1.24,-0.497,b'1.0'
-0.074,1.97,b'1.0'
1.4,-1.13,b'1.0'
0.411,1.47,b'-1.0'
-1.51,-0.285,b'1.0'
1.12,-1.22,b'1.0'
-0.652,1.14,b'-1.0'
0.608,0.0135,b'1.0'
0.0285,1.72,b'1.0'
-0.315,-1.09,b'-1.0'
0.222,1.47,b'1.0'
-0.376,-0.975,b'-1.0'
-0.356,-0.0513,b'1.0'
-0.42,1.11,b'-1.0'
-1.17,-0.073,b'1.0'
-0.816,0.562,b'-1.0'
1.02,0.44,b'-1.0'
-0.828,-0.82,b'-1.0'
-0.183,1.15,b'-1.0'
-0.768,0.209,b'1.0'
-0.101,-0.122,b'1.0'
-1.55,0.378,b'-1.0'
-0.825,0.481,b'1.0'
1.23,-1.55,b'1.0'
1.61,-0.387,b'-1.0'
-0.785,-0.361,b'1.0'
-1.53,-1.01,b'1.0'
0.327,0.17,b'1.0'
1.35,-1.23,b'1.0'
-1.04,0.621,b'-1.0'
0.424,0.471,b'-1.0'
-0.0567,-1.41,b'-1.0'
1.63,0.0545,b'-1.0'
-0.522,0.877,b'1.0'
-0.391,1.03,b'-1.0'
-1.54,-0.641,b'1.0'
0.0114,-1.46,b'-1.0'
1.16,0.151,b'1.0'
-0.17,-0.346,b'1.0'
0.809,0.942,b'-1.0'
0.602,1.06,b'-1.0'
-0.879,0.499,b'1.0'
1.18,0.507,b'-1.0'
-1.06,-0.937,b'-1.0'
2.37,1.14,b'1.0'
-1.42,0.592,b'1.0'
1.88,0.116,b'-1.0'
-1.06,0.817,b'-1.0'
0.809,0.741,b'-1.0'
1.22,0.217,b'-1.0'
0.612,1.8,b'1.0'
1.25,-0.146,b'1.0'
1.28,-0.236,b'-1.0'
-0.298,-1.26,b'-1.0'
0.93,-0.375,b'1.0'
-0.626,-1.18,b'-1.0'
-0.102,1.57,b'1.0'
-0.918,-0.578,b'1.0'
1.01,1.53,b'1.0'
0.805,0.42,b'-1.0'
-0.958,0.536,b'-1.0'
-0.051,-0.972,b'-1.0'
-0.0443,-0.335,b'1.0'
0.822,0.501,b'-1.0'
-0.337,1.66,b'-1.0'
-0.957,0.039,b'1.0'
-0.0406,2.09,b'-1.0'
-0.266,-1.2,b'-1.0'
-0.216,-0.353,b'1.0'
-1.33,-0.861,b'1.0'
-1.87,-1.32,b'1.0'
-1.1,0.817,b'-1.0'
0.568,0.244,b'-1.0'
-0.672,-0.601,b'-1.0'
0.847,1.4,b'-1.0'
-0.125,-1.48,b'-1.0'
0.504,0.0752,b'-1.0'
0.257,0.154,b'1.0'
-0.269,1.6,b'-1.0'
0.29,-0.481,b'1.0'
-2.06,0.392,b'-1.0'
-1.14,0.849,b'-1.0'
-1.54,0.516,b'1.0'
1.55,-0.466,b'-1.0'
0.209,0.755,b'1.0'
-1.66,-0.56,b'1.0'
0.299,1.56,b'-1.0'
-0.418,-1.26,b'-1.0'
-0.0554,-1.28,b'-1.0'
-1.1,0.641,b'1.0'
-0.016,-0.448,b'1.0'
0.463,0.498,b'-1.0'
-1.56,-1.1,b'1.0'
0.287,-1.45,b'-1.0'
-1.03,1.01,b'-1.0'
0.826,0.84,b'-1.0'
-1.31,-0.354,b'1.0'
-0.634,-1.15,b'-1.0'
1.26,0.144,b'-1.0'
-0.162,1.84,b'-1.0'
-0.532,0.978,b'-1.0'
0.527,-1.02,b'-1.0'
-0.208,-0.646,b'1.0'
-0.58,-1.09,b'-1.0'
-0.071,1.63,b'-1.0'
-0.622,0.804,b'1.0'
-0.25,-1.23,b'-1.0'
0.504,1.78,b'-1.0'
2.29,1.22,b'1.0'
0.625,1.67,b'-1.0'
-0.165,-0.697,b'-1.0'
-0.317,1.77,b'-1.0'
0.309,-0.689,b'1.0'
1.14,0.647,b'-1.0'
-1.37,-0.177,b'1.0'
-0.988,-0.191,b'1.0'
-0.0273,0.739,b'1.0'
0.611,0.978,b'-1.0'
-1.89,-1.7,b'1.0'
-0.936,1.81,b'-1.0'
1.25,0.794,b'-1.0'
-1.34,0.595,b'-1.0'
0.469,1.91,b'-1.0'
-1.57,0.629,b'-1.0'
-1.61,-0.451,b'1.0'
-1.81,-0.488,b'1.0'
1.08,-0.996,b'1.0'
0.445,0.135,b'1.0'
0.764,0.469,b'-1.0'
0.369,0.428,b'1.0'
-0.367,-1.04,b'-1.0'
-0.139,0.132,b'1.0'
-0.987,-0.863,b'1.0'
-1.54,0.503,b'-1.0'
0.434,-0.189,b'1.0'
-1.57,-1.47,b'1.0'
1.62,-0.0187,b'-1.0'
0.659,-0.985,b'1.0'
0.196,1.27,b'-1.0'
-1.42,-0.327,b'1.0'
1.82,1.43,b'1.0'
-0.487,-0.536,b'1.0'
0.235,1.48,b'1.0'
1.38,0.131,b'-1.0'
-1.44,-0.0746,b'1.0'
-0.163,-0.398,b'1.0'
1.25,-0.322,b'-1.0'
1.33,-0.0802,b'-1.0'
-0.18,0.595,b'1.0'
-1.29,-0.754,b'1.0'
0.409,1.45,b'-1.0'
-1.45,-1.25,b'1.0'
-1.32,0.995,b'-1.0'
1.02,-0.728,b'1.0'
1.72,0.0291,b'-1.0'
-1.78,-0.687,b'1.0'
-0.966,-0.628,b'1.0'
-1.57,0.378,b'-1.0'
1.12,-0.659,b'1.0'
0.0235,-0.18,b'1.0'
-1.17,0.156,b'1.0'
-0.105,-0.442,b'1.0'
-0.256,-0.115,b'1.0'
0.414,1.16,b'-1.0'
0.617,-0.0096,b'1.0'
-1.37,0.648,b'-1.0'
0.774,0.617,b'-1.0'
2.29,1.32,b'1.0'
0.501,0.0553,b'1.0'
0.981,0.532,b'-1.0'
0.141,0.0947,b'1.0'
0.0436,0.0126,b'1.0'
-1.84,-1.64,b'1.0'
-1.22,-0.119,b'1.0'
-1.16,0.41,b'-1.0'
1.25,-0.00263,b'-1.0'
1.03,1.29,b'-1.0'
0.773,-0.747,b'1.0'
-0.0297,-1.58,b'-1.0'
0.217,-1.21,b'-1.0'
-1.06,1.03,b'-1.0'
-1.93,-0.92,b'1.0'
0.598,0.855,b'-1.0'
-1.69,-1.27,b'1.0'
0.822,0.192,b'-1.0'
-0.539,1.41,b'-1.0'
0.00168,0.262,b'1.0'
-0.742,-1.02,b'-1.0'
-1.31,-0.903,b'-1.0'
0.878,-1.38,b'1.0'
0.465,-1.26,b'-1.0'
-1.11,-0.821,b'1.0'
2.41,1.26,b'1.0'
-1.56,-0.172,b'1.0'
-0.855,-1.05,b'-1.0'
0.000519,0.282,b'1.0'
-1.88,-0.979,b'1.0'
-0.895,-1.07,b'1.0'
0.235,0.772,b'1.0'
1.87,-1.16,b'-1.0'
0.735,1.63,b'1.0'
0.0737,0.124,b'1.0'
-0.337,1.85,b'-1.0'
-0.2,1.74,b'1.0'
1.2,-0.213,b'-1.0'
0.382,0.175,b'1.0'
1.03,-0.191,b'-1.0'
-0.739,1.32,b'-1.0'
0.952,0.616,b'-1.0'
-1.57,-0.205,b'1.0'
0.774,-1.22,b'1.0'
1.21,-1.24,b'1.0'
1.1,0.131,b'-1.0'
0.397,0.513,b'1.0'
1.07,-1.38,b'1.0'
-1.37,-0.205,b'1.0'
-0.33,0.0829,b'1.0'
-0.718,-1.25,b'-1.0'
-0.676,1.3,b'-1.0'
0.434,2.19,b'-1.0'
-0.882,-0.582,b'1.0'
1.16,-0.768,b'1.0'
0.572,-1.24,b'-1.0'
-0.757,0.298,b'1.0'
0.67,1.15,b'-1.0'
0.0301,-0.894,b'-1.0'
1.22,1.35,b'-1.0'
-0.685,0.989,b'-1.0'
-0.377,-0.617,b'1.0'
0.13,1.41,b'-1.0'
-1.09,1.39,b'-1.0'
1.15,-1.14,b'1.0'
0.648,1.41,b'-1.0'
0.981,0.0921,b'-1.0'
0.318,1.4,b'-1.0'
-0.501,0.0787,b'1.0'
-1.12,0.494,b'-1.0'
-1.81,-0.994,b'1.0'
-0.748,-0.034,b'1.0'
0.544,1.41,b'-1.0'
-0.944,1.02,b'-1.0'
-0.533,1.22,b'-1.0'
-0.446,-1.28,b'-1.0'
0.498,-1.02,b'-1.0'
-0.954,-1.19,b'-1.0'
1.65,0.0404,b'-1.0'
-2.03,0.359,b'-1.0'
-0.235,-1.22,b'-1.0'
0.627,-0.0629,b'1.0'
-1.93,0.525,b'-1.0'
2.35,1.14,b'1.0'
0.233,-0.275,b'1.0'
-0.781,-0.113,b'1.0'
-0.327,0.612,b'1.0'
-1.41,1.09,b'-1.0'
0.0489,-1.36,b'-1.0'
0.253,-1.3,b'-1.0'
-1.25,-0.656,b'1.0'
-1.59,0.322,b'-1.0'
1.99,1.18,b'1.0'
2.2,1.26,b'1.0'
-0.172,-1.31,b'-1.0'
